Year,MNO,RFNSA ID,Latitude,Longitude,GSM900,IoT700,WCDMA850,WCDMA2100,LTE700,LTE850,LTE900,LTE1800,LTE2100,LTE2600,NR700,NR850,NR2100,NR2600,NR3600,NR26000,Co_funded,Co_contribution_program,Round
2024,Telstra,2148007,-33.79388,150.8929,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2148008,-33.80017,150.91894,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2148009,-33.74761,150.91174,,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,,,,
2024,Telstra,2148010,-33.77025,150.90594,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2148010,-33.77025,150.90594,,,Y,,,,,Y,Y,,,,,,,,,,
2024,Telstra,2148014,-33.770373,150.908097,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2148015,-33.775645,150.917523,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2148018,-33.80228,150.90806,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2148022,-33.79906,150.87253,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2148052,-33.80096,150.87685,,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,,,,
2024,Telstra,2148061,-33.78878,150.88176,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,,,,
2024,Telstra,2150001,-33.81884,150.99909,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2150002,-33.81394,151.00988,,Y,Y,,Y,,,Y,,Y,,,,,,,,,
2024,Telstra,2150003,-33.81389,151.005733,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2150004,-33.81742,151.0033,,Y,Y,,Y,,,Y,,Y,,,,,Y,Y,,,
2024,Telstra,2150004,-33.81766,151.00149,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2150004,-33.817977,151.002424,,,,,,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2150005,-33.81469,150.99935,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2150006,-33.80747,151.00592,,Y,Y,,Y,Y,,Y,,Y,,,,,Y,,,,
2024,Telstra,2150007,-33.81597,151.005707,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2150011,-33.813982,151.002427,,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,
2024,Telstra,2150011,-33.813982,151.002427,,,,,,,,,,Y,,,,Y,Y,Y,,,
2024,Telstra,2150026,-33.8188,151.00779,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2150037,-33.81392,151.00817,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2150044,-33.81321,151.00075,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2150049,-33.81689,151.00577,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2150066,-33.81418,151.00807,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2150067,-33.80861,150.999233,,Y,,,Y,,,Y,,Y,,,,,,,,,
2024,Telstra,2150119,-33.81666,151.004794,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2150120,-33.81576,151.00513,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2150122,-33.81794,151.00744,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2150124,-33.81635,151.00374,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2150128,-33.81509,151.008881,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2151001,-33.7664,151.01433,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2151005,-33.77527,151.01029,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2151009,-33.76922,151.02713,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2151011,-33.78997,151.02195,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2151012,-33.80201,151.00794,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2151016,-33.80311,151.02468,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2151020,-33.773055,151.026382,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2152001,-33.78958,150.99502,,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,Y,,,
2024,Telstra,2152002,-33.798208,150.981868,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2152003,-33.79574,150.99758,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2153001,-33.73608,150.95836,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2153004,-33.73811,150.96752,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2153007,-33.76123,150.95759,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2153008,-33.77216,150.96942,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2153009,-33.74431,150.98255,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2153010,-33.74754,150.99354,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2153011,-33.76443,150.98189,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2153013,-33.76953,151.00088,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2153014,-33.75886,150.99231,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2153019,-33.73676,150.95064,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2153020,-33.73908,150.95173,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2153022,-33.7788,150.98671,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2153027,-33.74668,150.97137,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2153028,-33.74523,150.95447,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2153032,-33.733594,150.94632,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2153033,-33.741501,150.949571,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2154001,-33.72131,151.01863,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2154002,-33.73214,151.00533,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2154003,-33.729804,151.006125,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2154004,-33.73939,150.99886,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2154006,-33.71721,150.98712,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2154011,-33.75156,151.00946,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2154012,-33.731498,150.97653,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2154013,-33.73549,151.01943,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2154018,-33.72556,150.97622,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2154020,-33.72676,150.99764,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2154033,-33.723826,150.980044,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2155002,-33.71778,150.95898,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2155007,-33.70483,150.96746,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,
2024,Telstra,2155008,-33.68460072,150.9284015,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2155012,-33.69039,150.92588,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2155012,-33.69021,150.923867,,,,,,,,,,Y,,,,,Y,,,,
2024,Telstra,2155014,-33.70935,150.94333,,Y,Y,,Y,,,Y,Y,,,,,,Y,,,,
2024,Telstra,2155015,-33.674768,150.913586,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2155029,-33.700908,150.95478,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2155030,-33.6834,150.90172,,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,,,,
2024,Telstra,2156001,-33.65143,150.93039,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2156002,-33.69128,150.99194,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2156006,-33.60274,150.93557,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2156007,-33.66993,151.00688,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2156008,-33.68213,151.00938,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2156016,-33.640268,150.953762,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2157001,-33.60008,151.00571,,Y,Y,,Y,,,Y,Y,Y,,,,Y,,,,,
2024,Telstra,2157002,-33.50455,151.05526,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2158001,-33.6937,151.01912,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2158002,-33.67656,151.03159,,Y,Y,,Y,,,Y,Y,,,,,,Y,,,,
2024,Telstra,2158003,-33.65504,151.02893,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2158007,-33.70147,151.05032,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2158009,-33.70038,151.015293,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2158015,-33.70335,151.025571,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2159001,-33.617512,151.057218,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2159005,-33.6458,151.04485,,Y,,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2159007,-33.628219,151.038569,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2160003,-33.82833,150.99746,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2160005,-33.82637,150.98246,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2160006,-33.83446,150.98938,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2160006,-33.83446,150.9891,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2160009,-33.838253,150.997198,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2160010,-33.83331,150.96845,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2160011,-33.8354,150.98639,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2160028,-33.84571,150.98462,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2160029,-33.84179,150.98068,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2160038,-33.83124,150.97702,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2160039,-33.8295287,150.9787167,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2160042,-33.83932,150.97717,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2161001,-33.84781,150.96983,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2161003,-33.84614,150.97903,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2161004,-33.85279,150.95802,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2161005,-33.85441,150.98788,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2161010,-33.8611607,150.9757488,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2161012,-33.86189,150.99282,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2161013,-33.84985,150.99721,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2161031,-33.85245,151.00615,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2162001,-33.87609,151.00426,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2162002,-33.88434,151.01264,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2162007,-33.88433,150.99862,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2163002,-33.87725,150.96626,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2163006,-33.880228,150.978037,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2163007,-33.87437,150.98643,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2163008,-33.88839,150.96871,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2163011,-33.89064,150.98822,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2164007,-33.84161,150.91811,,Y,Y,,Y,,,Y,,,,Y,,,Y,Y,,,
2024,Telstra,2164009,-33.83645,150.88686,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2164010,-33.85066,150.88982,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2164011,-33.85007,150.94326,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2164012,-33.86155,150.85495,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2164021,-33.84011,150.95386,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2164023,-33.8512,150.90914,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2164024,-33.84433,150.90431,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2164026,-33.83742,150.90755,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2164027,-33.845,150.91199,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2164038,-33.85117,150.92524,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2164048,-33.8388,150.93428,,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,,,,
2024,Telstra,2165001,-33.87125,150.95616,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2165002,-33.86376,150.93878,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2165003,-33.866695,150.962027,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2165010,-33.87295,150.92628,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2165018,-33.87093,150.97047,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2166002,-33.88292,150.94002,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2166003,-33.90203,150.97214,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2166004,-33.88462,150.92402,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2166005,-33.89478,150.94614,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2166011,-33.9006,150.91688,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2166012,-33.89362,150.93578,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2166013,-33.88564,150.91065,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2166017,-33.89439,150.90439,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2167001,-33.96805,150.9045,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2168008,-33.918408,150.883692,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2168010,-33.90241,150.8729,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2168012,-33.9155,150.900317,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2168013,-33.907081,150.888088,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2168014,-33.918429,150.863437,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2168015,-33.907712,150.897585,,Y,,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170002,-33.91325,150.94064,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2170007,-33.93425,150.88658,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2170011,-33.95762,150.89041,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170012,-33.93846,150.93072,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2170015,-33.94118,150.94149,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170018,-33.93364,150.8654,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2170019,-33.91778,150.924771,,,,,,,,,,Y,,,,,,,,,
2024,Telstra,2170030,-33.93302,150.94045,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170031,-33.91181,150.92228,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2170033,-33.93102,150.9086,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170034,-33.94917,150.8856,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170035,-33.9449,150.95435,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170036,-33.92625,150.9657,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2170037,-33.92614,150.923903,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2170038,-33.942341,150.900322,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2170041,-33.91655,150.966149,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2170047,-33.95688,150.95857,,,,Y,,,,,,,,,,,,,,,
2024,Telstra,2170048,-33.91879,150.92397,,Y,Y,,Y,,,Y,Y,,,,,,,,,,
2024,Telstra,2170052,-33.920232,150.930485,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2170068,-33.92996,150.88112,,,,,,,,,,Y,,,,,Y,,,,
2024,Telstra,2170077,-33.937521,150.913672,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2170081,-33.9224444,150.9378056,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2171002,-33.9468,150.82429,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2171003,-33.93313,150.769425,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2171004,-33.913304,150.710851,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2171006,-33.87103,150.79494,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2171007,-33.87933,150.83425,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2171009,-33.92697,150.80597,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2171010,-33.97952,150.79665,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2171012,-33.94114,150.72622,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,,,,
2024,Telstra,2171014,-33.98589,150.99352,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2171015,-33.92752,150.86967,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2171017,-33.95361,150.83426,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2171019,-33.95576,150.86443,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2171021,-33.95785,150.72732,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2171024,-33.93679,150.84609,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2171028,-33.91966,150.83296,,Y,,,Y,,,Y,,,,,,,Y,,,,
2024,Telstra,2171029,-33.88867,150.8555,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2173001,-33.95443,150.9438,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2173003,-33.96005,150.9397,,,,Y,,,,,,,,,,,,,,,
2024,Telstra,2173004,-33.9756,150.95601,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2174005,-33.97009,150.858684,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2175001,-33.84166,150.8671,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2175005,-33.82859,150.82984,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2176001,-33.876123,150.858727,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2176002,-33.87512,150.8748,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2176003,-33.86476,150.90479,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2176004,-33.86373,150.87958,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2176006,-33.86025,150.91759,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2176007,-33.85788919,150.8997373,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2176013,-33.87408,150.89872,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2177001,-33.89402,150.89097,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2177002,-33.88491,150.89214,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2177003,-33.88781,150.87367,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2178002,-33.90592,150.85439,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2178007,-33.8924,150.77902,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2179002,-33.964282,150.793692,,Y,Y,,Y,,,Y,Y,,,Y,,,Y,,,,
2024,Telstra,2190001,-33.88274,151.06866,,Y,Y,,Y,,,Y,,Y,,,,,,,,,
2024,Telstra,2190002,-33.902333,151.065149,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2190005,-33.88955,151.06069,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2190006,-33.90802,151.07546,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2190007,-33.89894,151.04689,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2190011,-33.88858,151.04216,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2190015,-33.91334,151.05667,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2192001,-33.915364,151.09537,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2192002,-33.92184,151.09495,,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,,,,
2024,Telstra,2192004,-33.91879,151.08771,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2192013,-33.91305,151.0807,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2192016,-33.91,151.08391,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2192019,-33.92354,151.0863,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2192022,-33.91977,151.08958,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2192023,-33.9195,151.08685,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2192025,-33.91559,151.08714,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2192026,-33.91334,151.08702,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2193005,-33.91044,151.13279,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,
2024,Telstra,2193007,-33.9122,151.1196,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2193019,-33.896137,151.11853,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,,,,,
2024,Telstra,2194004,-33.91592,151.1095,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2194005,-33.91338,151.10394,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,2194009,-33.90738,151.10295,,Y,Y,,Y,,,Y,,,,Y,,,,,,,
2024,Telstra,2195003,-33.92072,151.07628,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2195006,-33.92219,151.06842,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2195021,-33.92658,151.08264,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2195023,-33.92788,151.0783,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2195024,-33.91644,151.080656,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2195026,-33.92597,151.08469,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2196002,-33.93822,151.06031,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2196003,-33.9312,151.07507,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2196005,-33.93406,151.06875,,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,
2024,Telstra,2196007,-33.93186,151.04992,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2196013,-33.92503,151.05519,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2196037,-33.93203,151.08551,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2196050,-33.92984,151.0894,,,,,,,,,,Y,,,,Y,,Y,,,
2024,Telstra,2197001,-33.89991,150.9931,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2198002,-33.910037,150.986395,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2198003,-33.91078,150.99257,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,2199002,-33.90301,151.00911,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2199003,-33.91051,151.01491,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,2200001,-33.91587,151.03839,,,Y,,,,,Y,Y,Y,,,,,,,,,
2024,Telstra,2200004,-33.915033,151.036466,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2200007,-33.906139,151.021605,,Y,Y,,Y,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2200009,-33.92271,151.01197,,Y,Y,,Y,,,Y,,Y,,Y,,,Y,,,,
2024,Telstra,2200011,-33.91656,151.03216,,Y,Y,,Y,,,Y,,,,,,,Y,,,,
2024,Telstra,2200012,-33.91784,150.99871,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2200013,-33.93469,151.01045,,Y,Y,,Y,,,Y,Y,Y,,Y,,,Y,,,,
2024,Telstra,2200014,-33.91568,151.03096,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
